,ESTIMATE,Demographic Category,Specific Category,Year,Age
5176,10.0,Sex and age,Male: 15-24 years,2005,15-24 years
5177,10.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages
5178,10.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages
5179,10.0,Sex and race,Male: American Indian or Alaska Native,2009,All ages
5180,10.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages
5181,10.1,Total,All persons,2005,All ages
5182,10.1,Sex and age,Male: 55-64 years,2012,55-64 years
5183,10.1,Sex and age,Female: 25-34 years,2007,25-34 years
5184,10.1,Total,All persons,2005,All ages
5185,10.1,Sex and race,Male: Black or African American,2010,All ages
5186,10.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2007,All ages
5187,10.1,Sex and race,Female: White,2008,All ages
5188,10.1,Sex and race,Male: White,2010,All ages
5189,10.2,Sex,Male,2013,All ages
5190,10.2,Sex and age,Female: 45-54 years,2007,45-54 years
5191,10.2,Sex,Female,2012,All ages
5192,10.2,Sex,Female,2011,All ages
5193,10.2,Age,25-34 years,2018,25-34 years
5194,10.2,Age,65-74 years,2018,65-74 years
5195,10.2,Sex and race,Female: White,2018,All ages
5196,10.2,Sex and race,Male: American Indian or Alaska Native,2016,All ages
5197,10.3,Sex,Male,2013,All ages
5198,10.3,Sex and race (single race),Female: White,2018,All ages
5199,10.3,Total,All persons,2015,All ages
5200,10.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages
5201,10.3,Sex,Female,2012,All ages
5202,10.3,Sex,Female,2011,All ages
5203,10.3,Sex and race,Female: White,2009,All ages
5204,10.4,Total,All persons,2015,All ages
5205,10.4,Sex and age,Female: 35-44 years,2001,35-44 years
5206,10.4,Sex and age,Female: 25-34 years,2009,25-34 years
5207,10.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages
5208,10.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2016,All ages
5209,10.5,Age,25-34 years,2002,25-34 years
5210,10.5,Sex and age,Female: 45-54 years,2008,45-54 years
5211,10.5,Sex and age,Female: 25-34 years,2015,25-34 years
5212,10.5,Sex and age,Female: 55-64 years,2007,55-64 years
5213,10.5,Sex and race,Male: American Indian or Alaska Native,2007,All ages
5214,10.5,Sex and age,Male: 25-34 years,2005,25-34 years
5215,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages
5216,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages
5217,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages
5218,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages
5219,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages
5220,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages
5221,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages
5222,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages
5223,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages
5224,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages
5225,10.5,Sex and age,Female: 35-44 years,2018,35-44 years
5226,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages
5227,10.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2017,All ages
5228,10.5,Age,55-64 years,2006,55-64 years
5229,10.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2010,All ages
5230,10.6,Sex,Female,2013,All ages
5231,10.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages
5232,10.6,Sex and race (single race),Male: American Indian or Alaska Native,2018,All ages
5233,10.6,Sex and age,Male: 55-64 years,2005,55-64 years
5234,10.6,Sex,Male,2002,All ages
5235,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages
5236,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages
5237,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages
5238,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages
5239,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages
5240,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages
5241,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages
5242,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages
5243,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages
5244,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages
5245,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages
5246,,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages
5247,10.6,Sex and age,Male: 45-54 years,2016,45-54 years
5248,10.6,Sex,Male,2002,All ages
5249,10.7,Sex and age,Male: 35-44 years,2000,35-44 years
5250,10.7,Sex and age,Male: 45-54 years,2018,45-54 years
5251,10.7,Sex and race,Female: American Indian or Alaska Native,2011,All ages
5252,10.7,Age,45-54 years,2005,45-54 years
5253,10.7,Age,25-34 years,2009,25-34 years
5254,10.7,Sex,Female,2013,All ages
5255,10.7,Sex and race,Female: White,2017,All ages
5256,10.8,Sex and race,Male: American Indian or Alaska Native,2005,All ages
5257,10.8,Sex and race and Hispanic origin (single race),Female: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages
5258,10.8,Age,35-44 years,2006,35-44 years
5259,10.8,Age,15-24 years,2018,15-24 years
5260,10.8,Sex and race,Male: Black or African American,2009,All ages
5261,10.8,Age,25-34 years,2017,25-34 years
5262,10.8,Sex and race,Male: Black or African American,2000,All ages
5263,10.8,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2008,All ages
5264,10.8,Sex and race,Male: White,2011,All ages
5265,10.9,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2015,All ages
5266,10.9,Sex and age,Male: 35-44 years,1999,35-44 years
5267,10.9,Sex and age,Male: 45-54 years,2017,45-54 years
5268,10.9,Sex and race,Female: White,2010,All ages
5269,10.9,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2000,All ages
5270,11.0,Sex and age,Male: 35-44 years,2001,35-44 years
5271,11.0,Age,35-44 years,2007,35-44 years
5272,11.0,Sex and race,Male: Black or African American,2011,All ages
5273,11.0,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2007,All ages
5274,11.0,Sex and race,Male: Black or African American,2001,All ages
5275,11.0,Sex and race,Male: White,2012,All ages
5276,11.1,Sex and race,Male: White,2002,All ages
5277,11.1,Sex and age,Female: 45-54 years,2010,45-54 years
5278,11.1,Sex and age,Female: 45-54 years,2009,45-54 years
5279,11.1,Sex and age,Female: 55-64 years,2008,55-64 years
5280,11.1,Sex,Female,2014,All ages
5281,11.1,Age,55-64 years,2014,55-64 years
5282,11.1,Sex and race,Female: Black or African American,2018,All ages
5283,11.1,Sex and race,Male: Black or African American,2004,All ages
5284,11.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2009,All ages
5285,11.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2009,All ages
5286,11.1,Age,45-54 years,1999,45-54 years
5287,11.2,Sex and age,Female: 35-44 years,2014,35-44 years
5288,11.2,Sex and race,Male: American Indian or Alaska Native,2004,All ages
5289,11.2,Sex and race,Female: American Indian or Alaska Native,2014,All ages
5290,11.2,Age,35-44 years,2008,35-44 years
5291,11.2,Sex and race (single race),Female: Black or African American,2018,All ages
5292,11.2,Sex and race,Female: Black or African American,2017,All ages
5293,11.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2001,All ages
5294,11.3,Sex and race,Female: American Indian or Alaska Native,2015,All ages
5295,11.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages
5296,11.3,Age,35-44 years,2009,35-44 years
5297,11.3,Sex and race,Male: Black or African American,2012,All ages
5298,11.3,Sex and race,Male: Black or African American,2008,All ages
5299,11.3,Sex and age,Male: 25-34 years,2000,25-34 years
5300,11.3,Age,25-34 years,2016,25-34 years
5301,11.3,Sex and age,Male: 15-24 years,2009,15-24 years
5302,11.3,Sex and race,Male: Black or African American,2003,All ages
5303,11.3,Sex,Female,2014,All ages
5304,11.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages
5305,11.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2011,All ages
5306,11.4,Age,25-34 years,2003,25-34 years
5307,11.4,Sex and age,Male: 45-54 years,2002,45-54 years
5308,11.4,Age,25-34 years,2010,25-34 years
5309,11.4,Sex and age,Male: 35-44 years,2015,35-44 years
5310,11.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2008,All ages
5311,11.4,Sex and age,Male: 15-24 years,2012,15-24 years
5312,11.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2016,All ages
5313,11.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2004,All ages
5314,11.5,Sex and age,Female: 55-64 years,2016,55-64 years
5315,11.5,Sex,Male,2003,All ages
5316,11.5,Sex and age,Male: 15-24 years,2018,15-24 years
5317,11.5,Sex and age,Male: 25-34 years,1999,25-34 years
5318,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages
5319,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages
5320,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages
5321,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages
5322,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages
5323,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages
5324,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages
5325,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages
5326,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages
5327,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages
5328,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages
5329,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages
5330,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages
5331,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages
5332,11.5,Sex and race,Male: Black or African American,2002,All ages
5333,11.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages
5334,11.5,Sex and race,Male: Black or African American,1999,All ages
5335,11.5,Sex,Male,2003,All ages
5336,11.5,Total,All persons,2006,All ages
5337,11.5,Total,All persons,2006,All ages
5338,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages
5339,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages
5340,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages
5341,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages
5342,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages
5343,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages
5344,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages
5345,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages
5346,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages
5347,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages
5348,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages
5349,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages
5350,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages
5351,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages
5352,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2013,All ages
5353,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages
5354,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages
5355,,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages
5356,11.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2016,All ages
5357,11.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,1999,All ages
5358,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2002,All ages
5359,11.6,Sex and age,Female: 55-64 years,2009,55-64 years
5360,11.6,Sex and race,Female: American Indian or Alaska Native,2013,All ages
5361,11.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2018,All ages
5362,11.6,Sex and race and Hispanic origin (single race),Male: Hispanic or Latino: All races,2018,All ages
5363,11.6,Age,35-44 years,2010,35-44 years
5364,11.6,Sex and race and Hispanic origin (single race),Female: Not Hispanic or Latino: Black,2018,All ages
5365,11.6,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2009,All ages
5366,11.6,Sex and age,Male: 15-24 years,2010,15-24 years
5367,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2010,All ages
5368,11.6,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2018,All ages
5369,11.6,Sex and race,Female: White,2012,All ages
5370,,Age,Under 15 years,1999,Under 15 years
5371,,Age,Under 15 years,2000,Under 15 years
5372,,Age,Under 15 years,2001,Under 15 years
5373,,Age,Under 15 years,2002,Under 15 years
5374,,Age,Under 15 years,2003,Under 15 years
5375,,Age,Under 15 years,2004,Under 15 years
5376,,Age,Under 15 years,2005,Under 15 years
5377,,Age,Under 15 years,2006,Under 15 years
5378,,Age,Under 15 years,2007,Under 15 years
5379,,Age,Under 15 years,2008,Under 15 years
5380,,Age,Under 15 years,2009,Under 15 years
5381,,Age,Under 15 years,2010,Under 15 years
5382,,Age,Under 15 years,2011,Under 15 years
5383,,Age,Under 15 years,2012,Under 15 years
5384,,Age,Under 15 years,2013,Under 15 years
5385,,Age,Under 15 years,2014,Under 15 years
5386,,Age,Under 15 years,2015,Under 15 years
5387,,Age,Under 15 years,2016,Under 15 years
5388,,Age,Under 15 years,2017,Under 15 years
5389,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2012,All ages
5390,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2008,All ages
5391,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2003,All ages
5392,11.6,Age,45-54 years,2000,45-54 years
5393,11.7,Sex,Male,2014,All ages
5394,11.7,Sex and age,Female: 45-54 years,2011,45-54 years
5395,11.7,Sex,Male,2014,All ages
5396,11.7,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2017,All ages
5397,11.7,Sex and age,Male: 15-24 years,2013,15-24 years
5398,11.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages
5399,11.7,Sex and race,Female: White,2011,All ages
5400,11.7,Sex and race,Male: American Indian or Alaska Native,2018,All ages
5401,11.7,Sex and race,Male: White,2013,All ages
5402,11.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2002,All ages
5403,11.8,Sex,Female,2015,All ages
5404,11.8,Sex and race,Male: American Indian or Alaska Native,2010,All ages
5405,11.8,Sex and age,Female: 25-34 years,2018,25-34 years
5406,11.8,Sex,Male,2004,All ages
5407,11.8,Sex and age,Male: 65-74 years,2017,65-74 years
5408,11.8,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages
